ProductKey,Product,Standard Cost,Color,List Price,Model,Subcategory,Category,SKU
307,"HL Mountain Frame - Silver, 38",623.8403,Silver,1204.3248,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
308,"HL Mountain Frame - Silver, 38",660.9142,Silver,1240.4545,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
309,"HL Mountain Frame - Silver, 38",747.2002,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
310,"Road-150 Red, 62",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-62
311,"Road-150 Red, 44",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-44
312,"Road-150 Red, 48",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-48
313,"Road-150 Red, 52",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-52
314,"Road-150 Red, 56",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-56
315,"Road-450 Red, 58",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-58
316,"Road-450 Red, 60",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-60
317,"Road-450 Red, 44",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-44
318,"Road-450 Red, 48",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-48
319,"Road-450 Red, 52",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-52
320,"Road-650 Red, 58",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-58
321,"Road-650 Red, 58",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-58
322,"Road-650 Red, 60",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-60
323,"Road-650 Red, 60",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-60
324,"Road-650 Red, 62",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-62
325,"Road-650 Red, 62",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-62
326,"Road-650 Red, 44",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-44
327,"Road-650 Red, 44",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-44
328,"Road-650 Red, 48",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-48
329,"Road-650 Red, 48",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-48
330,"Road-650 Red, 52",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-52
331,"Road-650 Red, 52",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-52
344,"Mountain-100 Silver, 38",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-38
345,"Mountain-100 Silver, 42",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-42
346,"Mountain-100 Silver, 44",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-44
347,"Mountain-100 Silver, 48",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-48
352,"Mountain-200 Silver, 38",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-38
353,"Mountain-200 Silver, 38",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-38
354,"Mountain-200 Silver, 42",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-42
355,"Mountain-200 Silver, 42",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-42
356,"Mountain-200 Silver, 46",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-46
357,"Mountain-200 Silver, 46",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-46
368,"Road-250 Red, 44",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-44
369,"Road-250 Red, 48",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-48
370,"Road-250 Red, 52",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-52
371,"Road-250 Red, 58",1320.6838,Red,2181.5625,Road-250,Road Bikes,Bikes,BK-R89R-58
372,"Road-250 Red, 58",1554.9479,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-58
381,"Road-550-W Yellow, 38",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-38
382,"Road-550-W Yellow, 38",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-38
383,"Road-550-W Yellow, 40",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-40
384,"Road-550-W Yellow, 40",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-40
385,"Road-550-W Yellow, 42",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-42
386,"Road-550-W Yellow, 42",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-42
387,"Road-550-W Yellow, 44",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-44
388,"Road-550-W Yellow, 44",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-44
389,"Road-550-W Yellow, 48",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-48
390,"Road-550-W Yellow, 48",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-48
391,LL Fork,65.8097,NA,148.22,LL Fork,Forks,Components,FK-1639
392,ML Fork,77.9176,NA,175.49,ML Fork,Forks,Components,FK-5136
393,HL Fork,101.8936,NA,229.49,HL Fork,Forks,Components,FK-9939
394,LL Headset,15.1848,NA,34.2,LL Headset,Headsets,Components,HS-0296
395,ML Headset,45.4168,NA,102.29,ML Headset,Headsets,Components,HS-2451
396,HL Headset,55.3801,NA,124.73,HL Headset,Headsets,Components,HS-3479
397,LL Mountain Handlebars,17.978,NA,40.4909,LL Mountain Handlebars,Handlebars,Components,HB-M243
398,LL Mountain Handlebars,19.7758,NA,44.54,LL Mountain Handlebars,Handlebars,Components,HB-M243
399,ML Mountain Handlebars,24.9932,NA,56.2909,ML Mountain Handlebars,Handlebars,Components,HB-M763
400,ML Mountain Handlebars,27.4925,NA,61.92,ML Mountain Handlebars,Handlebars,Components,HB-M763
401,HL Mountain Handlebars,48.5453,NA,109.3364,HL Mountain Handlebars,Handlebars,Components,HB-M918
402,HL Mountain Handlebars,53.3999,NA,120.27,HL Mountain Handlebars,Handlebars,Components,HB-M918
403,LL Road Handlebars,17.978,NA,40.4909,LL Road Handlebars,Handlebars,Components,HB-R504
404,LL Road Handlebars,19.7758,NA,44.54,LL Road Handlebars,Handlebars,Components,HB-R504
405,ML Road Handlebars,24.9932,NA,56.2909,ML Road Handlebars,Handlebars,Components,HB-R720
406,ML Road Handlebars,27.4925,NA,61.92,ML Road Handlebars,Handlebars,Components,HB-R720
407,HL Road Handlebars,48.5453,NA,109.3364,HL Road Handlebars,Handlebars,Components,HB-R956
408,HL Road Handlebars,53.3999,NA,120.27,HL Road Handlebars,Handlebars,Components,HB-R956
417,"ML Road Frame-W - Yellow, 38",300.1188,Yellow,540.7545,ML Road Frame-W,Road Frames,Components,FR-R72Y-38
418,"ML Road Frame-W - Yellow, 38",360.9428,Yellow,594.83,ML Road Frame-W,Road Frames,Components,FR-R72Y-38
429,"ML Road Frame-W - Yellow, 40",300.1188,Yellow,540.7545,ML Road Frame-W,Road Frames,Components,FR-R72Y-40
430,"ML Road Frame-W - Yellow, 40",360.9428,Yellow,594.83,ML Road Frame-W,Road Frames,Components,FR-R72Y-40
431,"ML Road Frame-W - Yellow, 42",300.1188,Yellow,540.7545,ML Road Frame-W,Road Frames,Components,FR-R72Y-42
432,"ML Road Frame-W - Yellow, 42",360.9428,Yellow,594.83,ML Road Frame-W,Road Frames,Components,FR-R72Y-42
433,"ML Road Frame-W - Yellow, 44",300.1188,Yellow,540.7545,ML Road Frame-W,Road Frames,Components,FR-R72Y-44
434,"ML Road Frame-W - Yellow, 44",360.9428,Yellow,594.83,ML Road Frame-W,Road Frames,Components,FR-R72Y-44
435,"ML Road Frame-W - Yellow, 48",300.1188,Yellow,540.7545,ML Road Frame-W,Road Frames,Components,FR-R72Y-48
436,"ML Road Frame-W - Yellow, 48",360.9428,Yellow,594.83,ML Road Frame-W,Road Frames,Components,FR-R72Y-48
446,"Touring-Panniers, Large",51.5625,Grey,125,Touring-Panniers,Panniers,Accessories,PA-T100
447,Cable Lock,10.3125,NA,25,Cable Lock,Locks,Accessories,LO-C100
448,Minipump,8.2459,NA,19.99,Minipump,Pumps,Accessories,PU-0452
449,Mountain Pump,10.3084,NA,24.99,Mountain Pump,Pumps,Accessories,PU-M044
450,Taillights - Battery-Powered,5.7709,NA,13.99,Taillight,Lights,Accessories,LT-T990
451,Headlights - Dual-Beam,14.4334,NA,34.99,Headlights - Dual-Beam,Lights,Accessories,LT-H902
452,Headlights - Weatherproof,18.5584,NA,44.99,Headlights - Weatherproof,Lights,Accessories,LT-H903
459,"Men's Bib-Shorts, S",37.1209,Multi,89.99,Men's Bib-Shorts,Bib-Shorts,Clothing,SB-M891-S
460,"Men's Bib-Shorts, M",37.1209,Multi,89.99,Men's Bib-Shorts,Bib-Shorts,Clothing,SB-M891-M
461,"Men's Bib-Shorts, L",37.1209,Multi,89.99,Men's Bib-Shorts,Bib-Shorts,Clothing,SB-M891-L
471,"Classic Vest, S",23.749,Blue,63.5,Classic Vest,Vests,Clothing,VE-C304-S
472,"Classic Vest, M",23.749,Blue,63.5,Classic Vest,Vests,Clothing,VE-C304-M
473,"Classic Vest, L",23.749,Blue,63.5,Classic Vest,Vests,Clothing,VE-C304-L
477,Water Bottle - 30 oz.,1.8663,NA,4.99,Water Bottle,Bottles and Cages,Accessories,WB-H098
478,Mountain Bottle Cage,3.7363,NA,9.99,Mountain Bottle Cage,Bottles and Cages,Accessories,BC-M005
479,Road Bottle Cage,3.3623,NA,8.99,Road Bottle Cage,Bottles and Cages,Accessories,BC-R205
480,Patch Kit/8 Patches,0.8565,NA,2.29,Patch kit,Tires and Tubes,Accessories,PK-7098
481,"Racing Socks, M",3.3623,White,8.99,Racing Socks,Socks,Clothing,SO-R809-M
482,"Racing Socks, L",3.3623,White,8.99,Racing Socks,Socks,Clothing,SO-R809-L
483,Hitch Rack - 4-Bike,44.88,NA,120,Hitch Rack - 4-Bike,Bike Racks,Accessories,RA-H123
484,Bike Wash - Dissolver,2.9733,NA,7.95,Bike Wash,Cleaners,Accessories,CL-9009
485,Fender Set - Mountain,8.2205,NA,21.98,Fender Set - Mountain,Fenders,Accessories,FE-6654
486,All-Purpose Bike Stand,59.466,NA,159,All-Purpose Bike Stand,Bike Stands,Accessories,ST-1401
487,Hydration Pack - 70 oz.,20.5663,Silver,54.99,Hydration Pack,Hydration Packs,Accessories,HY-1023-70
488,"Short-Sleeve Classic Jersey, S",41.5723,Yellow,53.99,Short-Sleeve Classic Jersey,Jerseys,Clothing,SJ-0194-S
489,"Short-Sleeve Classic Jersey, M",41.5723,Yellow,53.99,Short-Sleeve Classic Jersey,Jerseys,Clothing,SJ-0194-M
490,"Short-Sleeve Classic Jersey, L",41.5723,Yellow,53.99,Short-Sleeve Classic Jersey,Jerseys,Clothing,SJ-0194-L
491,"Short-Sleeve Classic Jersey, XL",41.5723,Yellow,53.99,Short-Sleeve Classic Jersey,Jerseys,Clothing,SJ-0194-X
492,"HL Touring Frame - Yellow, 60",601.7437,Yellow,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98Y-60
493,"LL Touring Frame - Yellow, 62",199.8519,Yellow,333.42,LL Touring Frame,Touring Frames,Components,FR-T67Y-62
494,"HL Touring Frame - Yellow, 46",601.7437,Yellow,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98Y-46
495,"HL Touring Frame - Yellow, 50",601.7437,Yellow,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98Y-50
496,"HL Touring Frame - Yellow, 54",601.7437,Yellow,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98Y-54
497,"HL Touring Frame - Blue, 46",601.7437,Blue,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98U-46
498,"HL Touring Frame - Blue, 50",601.7437,Blue,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98U-50
499,"HL Touring Frame - Blue, 54",601.7437,Blue,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98U-54
500,"HL Touring Frame - Blue, 60",601.7437,Blue,1003.91,HL Touring Frame,Touring Frames,Components,FR-T98U-60
501,Rear Derailleur,53.9282,Silver,121.46,Rear Derailleur,Derailleurs,Components,RD-2308
502,"LL Touring Frame - Blue, 50",199.8519,Blue,333.42,LL Touring Frame,Touring Frames,Components,FR-T67U-50
503,"LL Touring Frame - Blue, 54",199.8519,Blue,333.42,LL Touring Frame,Touring Frames,Components,FR-T67U-54
504,"LL Touring Frame - Blue, 58",199.8519,Blue,333.42,LL Touring Frame,Touring Frames,Components,FR-T67U-58
505,"LL Touring Frame - Blue, 62",199.8519,Blue,333.42,LL Touring Frame,Touring Frames,Components,FR-T67U-62
506,"LL Touring Frame - Yellow, 44",199.8519,Yellow,333.42,LL Touring Frame,Touring Frames,Components,FR-T67Y-44
507,"LL Touring Frame - Yellow, 50",199.8519,Yellow,333.42,LL Touring Frame,Touring Frames,Components,FR-T67Y-50
508,"LL Touring Frame - Yellow, 54",199.8519,Yellow,333.42,LL Touring Frame,Touring Frames,Components,FR-T67Y-54
509,"LL Touring Frame - Yellow, 58",199.8519,Yellow,333.42,LL Touring Frame,Touring Frames,Components,FR-T67Y-58
510,"LL Touring Frame - Blue, 44",199.8519,Blue,333.42,LL Touring Frame,Touring Frames,Components,FR-T67U-44
511,"ML Mountain Frame-W - Silver, 40",199.3757,Silver,364.09,ML Mountain Frame-W,Mountain Frames,Components,FR-M63S-40
512,"ML Mountain Frame-W - Silver, 42",199.3757,Silver,364.09,ML Mountain Frame-W,Mountain Frames,Components,FR-M63S-42
513,"ML Mountain Frame-W - Silver, 46",199.3757,Silver,364.09,ML Mountain Frame-W,Mountain Frames,Components,FR-M63S-46
514,Rear Brakes,47.286,Silver,106.5,Rear Brakes,Brakes,Components,RB-9231
515,LL Mountain Seat/Saddle,12.0413,NA,27.12,LL Mountain Seat/Saddle 2,Saddles,Components,SE-M236
516,ML Mountain Seat/Saddle,17.3782,NA,39.14,ML Mountain Seat/Saddle 2,Saddles,Components,SE-M798
517,HL Mountain Seat/Saddle,23.3722,NA,52.64,HL Mountain Seat/Saddle 2,Saddles,Components,SE-M940
518,LL Road Seat/Saddle,12.0413,NA,27.12,LL Road Seat/Saddle 1,Saddles,Components,SE-R581
519,ML Road Seat/Saddle,17.3782,NA,39.14,ML Road Seat/Saddle 2,Saddles,Components,SE-R908
520,HL Road Seat/Saddle,23.3722,NA,52.64,HL Road Seat/Saddle 2,Saddles,Components,SE-R995
521,LL Touring Seat/Saddle,12.0413,NA,27.12,LL Touring Seat/Saddle,Saddles,Components,SE-T312
522,ML Touring Seat/Saddle,17.3782,NA,39.14,ML Touring Seat/Saddle,Saddles,Components,SE-T762
523,HL Touring Seat/Saddle,23.3722,NA,52.64,HL Touring Seat/Saddle,Saddles,Components,SE-T924
524,"LL Mountain Frame - Silver, 42",144.5938,Silver,264.05,LL Mountain Frame,Mountain Frames,Components,FR-M21S-42
525,"LL Mountain Frame - Silver, 44",144.5938,Silver,264.05,LL Mountain Frame,Mountain Frames,Components,FR-M21S-44
526,"LL Mountain Frame - Silver, 48",144.5938,Silver,264.05,LL Mountain Frame,Mountain Frames,Components,FR-M21S-48
527,"LL Mountain Frame - Silver, 52",144.5938,Silver,264.05,LL Mountain Frame,Mountain Frames,Components,FR-M21S-52
528,Mountain Tire Tube,1.8663,NA,4.99,Mountain Tire Tube,Tires and Tubes,Accessories,TT-M928
529,Road Tire Tube,1.4923,NA,3.99,Road Tire Tube,Tires and Tubes,Accessories,TT-R982
530,Touring Tire Tube,1.8663,NA,4.99,Touring Tire Tube,Tires and Tubes,Accessories,TT-T092
535,LL Mountain Tire,9.3463,NA,24.99,LL Mountain Tire,Tires and Tubes,Accessories,TI-M267
536,ML Mountain Tire,11.2163,NA,29.99,ML Mountain Tire,Tires and Tubes,Accessories,TI-M602
537,HL Mountain Tire,13.09,NA,35,HL Mountain Tire,Tires and Tubes,Accessories,TI-M823
538,LL Road Tire,8.0373,NA,21.49,LL Road Tire,Tires and Tubes,Accessories,TI-R092
539,ML Road Tire,9.3463,NA,24.99,ML Road Tire,Tires and Tubes,Accessories,TI-R628
540,HL Road Tire,12.1924,NA,32.6,HL Road Tire,Tires and Tubes,Accessories,TI-R982
541,Touring Tire,10.8423,NA,28.99,Touring Tire,Tires and Tubes,Accessories,TI-T723
542,LL Mountain Pedal,17.9776,Silver/Black,40.49,LL Mountain Pedal,Pedals,Components,PD-M282
543,ML Mountain Pedal,27.568,Silver/Black,62.09,ML Mountain Pedal,Pedals,Components,PD-M340
544,HL Mountain Pedal,35.9596,Silver/Black,80.99,HL Mountain Pedal,Pedals,Components,PD-M562
545,LL Road Pedal,17.9776,Silver/Black,40.49,LL Road Pedal,Pedals,Components,PD-R347
546,ML Road Pedal,27.568,Silver/Black,62.09,ML Road Pedal,Pedals,Components,PD-R563
547,HL Road Pedal,35.9596,Silver/Black,80.99,HL Road Pedal,Pedals,Components,PD-R853
548,Touring Pedal,35.9596,Silver/Black,80.99,Touring Pedal,Pedals,Components,PD-T852
549,"ML Mountain Frame-W - Silver, 38",199.3757,Silver,364.09,ML Mountain Frame-W,Mountain Frames,Components,FR-M63S-38
551,"LL Mountain Frame - Silver, 40",144.5938,Silver,264.05,LL Mountain Frame,Mountain Frames,Components,FR-M21S-40
552,Front Derailleur,40.6216,Silver,91.49,Front Derailleur,Derailleurs,Components,FD-2342
553,LL Touring Handlebars,20.464,NA,46.09,LL Touring Handlebars,Handlebars,Components,HB-T721
554,HL Touring Handlebars,40.6571,NA,91.57,HL Touring Handlebars,Handlebars,Components,HB-T928
555,Front Brakes,47.286,Silver,106.5,Front Brakes,Brakes,Components,FB-9873
559,Chain,8.9866,Silver,20.24,Chain,Chains,Components,CH-0234
560,"Touring-2000 Blue, 60",755.1508,Blue,1214.85,Touring-2000,Touring Bikes,Bikes,BK-T44U-60
561,"Touring-1000 Yellow, 46",1481.9379,Yellow,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79Y-46
562,"Touring-1000 Yellow, 50",1481.9379,Yellow,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79Y-50
563,"Touring-1000 Yellow, 54",1481.9379,Yellow,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79Y-54
564,"Touring-1000 Yellow, 60",1481.9379,Yellow,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79Y-60
565,"Touring-3000 Blue, 54",461.4448,Blue,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18U-54
566,"Touring-3000 Blue, 58",461.4448,Blue,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18U-58
567,"Touring-3000 Blue, 62",461.4448,Blue,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18U-62
568,"Touring-3000 Yellow, 44",461.4448,Yellow,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18Y-44
569,"Touring-3000 Yellow, 50",461.4448,Yellow,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18Y-50
570,"Touring-3000 Yellow, 54",461.4448,Yellow,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18Y-54
571,"Touring-3000 Yellow, 58",461.4448,Yellow,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18Y-58
572,"Touring-3000 Yellow, 62",461.4448,Yellow,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18Y-62
573,"Touring-1000 Blue, 46",1481.9379,Blue,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79U-46
574,"Touring-1000 Blue, 50",1481.9379,Blue,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79U-50
575,"Touring-1000 Blue, 54",1481.9379,Blue,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79U-54
576,"Touring-1000 Blue, 60",1481.9379,Blue,2384.07,Touring-1000,Touring Bikes,Bikes,BK-T79U-60
577,"Touring-2000 Blue, 46",755.1508,Blue,1214.85,Touring-2000,Touring Bikes,Bikes,BK-T44U-46
578,"Touring-2000 Blue, 50",755.1508,Blue,1214.85,Touring-2000,Touring Bikes,Bikes,BK-T44U-50
579,"Touring-2000 Blue, 54",755.1508,Blue,1214.85,Touring-2000,Touring Bikes,Bikes,BK-T44U-54
580,"Road-350-W Yellow, 40",1082.51,Yellow,1700.99,Road-350-W,Road Bikes,Bikes,BK-R79Y-40
581,"Road-350-W Yellow, 42",1082.51,Yellow,1700.99,Road-350-W,Road Bikes,Bikes,BK-R79Y-42
582,"Road-350-W Yellow, 44",1082.51,Yellow,1700.99,Road-350-W,Road Bikes,Bikes,BK-R79Y-44
583,"Road-350-W Yellow, 48",1082.51,Yellow,1700.99,Road-350-W,Road Bikes,Bikes,BK-R79Y-48
585,"Touring-3000 Blue, 44",461.4448,Blue,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18U-44
586,"Touring-3000 Blue, 50",461.4448,Blue,742.35,Touring-3000,Touring Bikes,Bikes,BK-T18U-50
587,"Mountain-400-W Silver, 38",419.7784,Silver,769.49,Mountain-400-W,Mountain Bikes,Bikes,BK-M38S-38
588,"Mountain-400-W Silver, 40",419.7784,Silver,769.49,Mountain-400-W,Mountain Bikes,Bikes,BK-M38S-40
589,"Mountain-400-W Silver, 42",419.7784,Silver,769.49,Mountain-400-W,Mountain Bikes,Bikes,BK-M38S-42
590,"Mountain-400-W Silver, 46",419.7784,Silver,769.49,Mountain-400-W,Mountain Bikes,Bikes,BK-M38S-46
591,"Mountain-500 Silver, 40",308.2179,Silver,564.99,Mountain-500,Mountain Bikes,Bikes,BK-M18S-40
592,"Mountain-500 Silver, 42",308.2179,Silver,564.99,Mountain-500,Mountain Bikes,Bikes,BK-M18S-42
593,"Mountain-500 Silver, 44",308.2179,Silver,564.99,Mountain-500,Mountain Bikes,Bikes,BK-M18S-44
594,"Mountain-500 Silver, 48",308.2179,Silver,564.99,Mountain-500,Mountain Bikes,Bikes,BK-M18S-48
595,"Mountain-500 Silver, 52",308.2179,Silver,564.99,Mountain-500,Mountain Bikes,Bikes,BK-M18S-52
601,LL Bottom Bracket,23.9716,NA,53.99,LL Bottom Bracket,Bottom Brackets,Components,BB-7421
602,ML Bottom Bracket,44.9506,NA,101.24,ML Bottom Bracket,Bottom Brackets,Components,BB-8107
603,HL Bottom Bracket,53.9416,NA,121.49,HL Bottom Bracket,Bottom Brackets,Components,BB-9108